user_id,recomendations
507,"[874972, 885290, 866211, 1126899, 857554]"
508,"[874972, 8090537, 830887, 1004906, 1037863]"
509,"[874972, 1029743, 1082185, 1127831, 951590]"
510,"[874972, 888835, 1069522, 1036501, 1088147]"
511,"[874972, 8205218, 844165, 995242, 908531]"
512,"[874972, 1029743, 1082185, 1127831, 951590]"
513,"[938138, 12263788, 8090541, 1093413, 865026]"
514,"[874972, 935126, 998444, 1082185, 1062002]"
515,"[874972, 898601, 995242, 1066893, 1029743]"
516,"[874972, 1029743, 1082185, 1106523, 1127831]"
517,"[874972, 961979, 1137775, 1126899, 1028816]"
518,"[874972, 905817, 835530, 1056509, 1122358]"
519,"[874972, 1082185, 1106523, 1127831, 951590]"
520,"[874972, 923746, 916122, 995242, 992622]"
521,"[874972, 6034964, 962568, 1026118, 1024306]"
522,"[874972, 1029743, 1082185, 1127831, 951590]"
523,"[874972, 862349, 893501, 1110572, 1057260]"
524,"[874972, 866211, 1133018, 923746, 1067606]"
525,"[874972, 1101010, 1138443, 1048260, 952408]"
526,"[874972, 1097001, 1021116, 8090521, 1039156]"
527,"[874972, 1058997, 1043416, 910109, 933835]"
528,"[874972, 1029743, 1082185, 1127831, 951590]"
529,"[874972, 1082185, 1106523, 1127831, 951590]"
530,"[874972, 1082185, 1106523, 1127831, 951590]"
531,"[874972, 819978, 976214, 1075368, 5569230]"
532,"[874972, 1029743, 1082185, 1127831, 951590]"
533,"[874972, 1133018, 965766, 5592931, 844165]"
534,"[874972, 935968, 9245106, 993466, 1110764]"
535,"[874972, 1127831, 995242, 1082185, 951590]"
536,"[874972, 1106523, 1127831, 1082185, 951590]"
537,"[874972, 1029743, 1082185, 1106523, 1127831]"
538,"[874972, 1092588, 885290, 1070820, 1048257]"
539,"[1108094, 1058997, 1101010, 1082185, 833025]"
540,"[874972, 1138189, 6034857, 995965, 1000237]"
541,"[874972, 1082185, 1127831, 1029743, 951590]"
542,"[874972, 1139493, 1013597, 1106523, 942525]"
543,"[879734, 1037751, 6979545, 995242, 8090537]"
544,"[874972, 856772, 947201, 841228, 7410290]"
545,"[874972, 891516, 1070076, 873044, 879528]"
546,"[874972, 1029743, 1082185, 1127831, 951590]"
547,"[874972, 1106523, 5585510, 8090536, 953180]"
548,"[874972, 1002178, 987724, 838637, 885406]"
549,"[874972, 1029743, 1082185, 1127831, 951590]"
550,"[874972, 1101010, 856252, 995242, 844165]"
551,"[874972, 1082185, 1106523, 1127831, 951590]"
552,"[874972, 5592931, 998536, 1069039, 931255]"
553,"[874972, 1037332, 1138189, 986912, 910473]"
554,"[874972, 1029743, 6979427, 8090537, 1096317]"
555,"[874972, 1029743, 1082185, 1127831, 951590]"
556,"[874972, 1029743, 1082185, 1106523, 1127831]"
557,"[874972, 1029743, 1082185, 1106523, 1127831]"
558,"[874972, 888543, 1072693, 5592931, 890610]"
559,"[874972, 1029743, 1082185, 1127831, 951590]"
560,"[874972, 1098910, 1017369, 978343, 1003188]"
561,"[874972, 1029743, 1082185, 1127831, 951590]"
562,"[874972, 8090537, 967476, 962229, 995242]"
563,"[874972, 1070820, 5566235, 854852, 832678]"
564,"[874972, 1110572, 1029743, 1082185, 1106523]"
565,"[874972, 1029743, 1082185, 1127831, 951590]"
566,"[874972, 889649, 951590, 1029743, 842140]"
567,"[874972, 819978, 847982, 986912, 1133018]"
568,"[1038663, 1013928, 1133018, 905817, 5585510]"
569,"[874972, 5569471, 848319, 1028816, 12171656]"
570,"[874972, 995242, 1037863, 938596, 1007512]"
571,"[874972, 1029743, 1082185, 1127831, 951590]"
572,"[874972, 1029743, 1082185, 1127831, 951590]"
573,"[874972, 1082185, 951590, 1029743, 1127831]"
574,"[874972, 1101010, 819978, 908531, 8090521]"
575,"[874972, 9420312, 1139525, 862349, 855718]"
576,"[874972, 937276, 945244, 5580577, 1102949]"
577,"[874972, 908531, 1061982, 1056509, 901062]"
578,"[874972, 862349, 9338009, 12263788, 8090521]"
579,"[970747, 1011300, 995242, 5585510, 879755]"
580,"[1118946, 5582712, 944249, 1056509, 860975]"
581,"[874972, 1029743, 1082185, 1106523, 1127831]"
582,"[1021324, 954642, 8090513, 995242, 1119051]"
583,"[874972, 891505, 974766, 1108168, 1029743]"
584,"[874972, 1082185, 951590, 1029743, 1127831]"
585,"[874972, 1029743, 1082185, 1127831, 951590]"
586,"[874972, 12263788, 880888, 8090521, 1002558]"
587,"[874972, 890695, 1029743, 1082185, 1106523]"
588,"[874972, 1110572, 942817, 951412, 12577242]"
589,"[874972, 1029743, 1127831, 1082185, 951590]"
590,"[9835223, 962229, 8090521, 844165, 861445]"
591,"[874972, 1007549, 1094955, 1029743, 1082185]"
592,"[874972, 1082185, 1106523, 1127831, 951590]"
593,"[874972, 1029743, 1082185, 1106523, 1127831]"
594,"[874972, 1133018, 916381, 8090537, 962229]"
595,"[874972, 1002558, 906763, 977658, 1029743]"
596,"[874972, 1029743, 1006184, 8090537, 1081177]"
597,"[874972, 1106523, 951590, 1082185, 1127831]"
598,"[874972, 960791, 1043787, 1133018, 986187]"
599,"[874972, 1029743, 1082185, 1127831, 951590]"
600,"[1000753, 1135868, 1043590, 856252, 5569230]"
601,"[874972, 1029743, 5569230, 1082185, 1127831]"
602,"[874972, 898601, 981760, 1029743, 987044]"
603,"[874972, 861445, 9926758, 945909, 1029743]"
604,"[874972, 940947, 901776, 862349, 5569374]"
605,"[948670, 9803601, 862349, 13133916, 1130458]"
606,"[933354, 924427, 899624, 990688, 880427]"
607,"[874972, 1082185, 1106523, 1127831, 951590]"
608,"[1013928, 965766, 830887, 1106523, 6979753]"
609,"[874972, 1029743, 1082185, 1106523, 1127831]"
610,"[874972, 909396, 1081177, 1027068, 1029743]"
611,"[956599, 856252, 849578, 8090546, 1029743]"
612,"[874972, 9935616, 870428, 1103476, 820895]"
613,"[874972, 1049735, 986912, 1133018, 1011300]"
614,"[1000753, 1044078, 1084968, 986912, 995242]"
615,"[874972, 995242, 1082185, 856345, 1125382]"
616,"[874972, 1029743, 1082185, 1127831, 951590]"
617,"[874972, 10344585, 893400, 1126899, 854852]"
618,"[874972, 1029743, 1082185, 1106523, 1127831]"
619,"[874972, 1029743, 1082185, 1127831, 951590]"
620,"[874972, 1029743, 1082185, 1127831, 951590]"
621,"[874972, 965766, 888054, 1112825, 844179]"
622,"[1038663, 1011300, 1013167, 879755, 1106523]"
623,"[874972, 1043895, 1029743, 1082185, 1106523]"
624,"[874972, 856772, 1121367, 849843, 5592931]"
625,"[874972, 1029743, 981760, 1082185, 1127831]"
626,"[874972, 1029743, 1127831, 1082185, 951590]"
627,"[874972, 1029743, 1082185, 1127831, 951590]"
628,"[874972, 1082185, 1127831, 1029743, 951590]"
629,"[874972, 1029743, 1082185, 1127831, 951590]"
630,"[874972, 858373, 6034857, 905072, 6464147]"
631,"[874972, 906883, 1082185, 899682, 6463520]"
632,"[938138, 910473, 954642, 1029743, 1122358]"
633,"[874972, 820895, 1002558, 1075368, 8090546]"
634,"[874972, 1082185, 1106523, 1127831, 951590]"
635,"[874972, 1029743, 1082185, 1127831, 951590]"
636,"[874972, 12524067, 1135868, 5590613, 906763]"
637,"[1013928, 1133018, 987044, 926905, 981760]"
638,"[874972, 872137, 1053690, 1059347, 971922]"
639,"[874972, 1082185, 1106523, 1127831, 951590]"
640,"[874972, 1029743, 1082185, 1106523, 1127831]"
641,"[13213240, 819978, 6034857, 1104349, 862349]"
642,"[874972, 1029743, 1082185, 1127831, 951590]"
643,"[874972, 898601, 923746, 1029743, 13417591]"
644,"[874972, 1082185, 976864, 821083, 995242]"
645,"[874972, 1106523, 1127831, 1082185, 951590]"
646,"[874972, 1106523, 951590, 1082185, 1127831]"
647,"[874972, 1116096, 8069118, 8090536, 819978]"
648,"[874972, 868764, 1107553, 829645, 1119051]"
649,"[874972, 1106523, 951590, 1082185, 1127831]"
650,"[874972, 1029743, 1082185, 1106523, 1127831]"
651,"[874972, 1106523, 951590, 1082185, 1127831]"
652,"[874972, 840361, 1067695, 832678, 995242]"
653,"[874972, 1004555, 1035207, 1102959, 1029743]"
654,"[1034176, 832678, 15926886, 995242, 1056509]"
655,"[874972, 951590, 987734, 12946027, 1029743]"
656,"[874972, 1029743, 981760, 1082185, 1127831]"
657,"[874972, 1029743, 1082185, 1127831, 951590]"
658,"[874972, 941741, 1044078, 995055, 1029743]"
659,"[874972, 1029743, 1082185, 1106523, 1127831]"
660,"[874972, 1028473, 1056509, 936924, 862010]"
661,"[12262778, 1040346, 1048440, 5569230, 986912]"
662,"[874972, 871440, 965766, 1070272, 1115098]"
663,"[874972, 5585510, 890695, 1085604, 5565925]"
664,"[874972, 1029743, 1127831, 1082185, 951590]"
665,"[874972, 1071171, 1029743, 1082185, 1106523]"
666,"[874972, 1133018, 854852, 1001827, 844179]"
667,"[874972, 1029743, 844165, 1016800, 1034955]"
668,"[874972, 1042942, 873654, 1029743, 1082185]"
669,"[874972, 8090545, 1019643, 1126899, 951412]"
670,"[1065538, 1057260, 8090536, 891505, 868764]"
671,"[874972, 866211, 1029743, 951590, 5569327]"
672,"[874972, 6533362, 908531, 995242, 1003188]"
673,"[874972, 1053690, 871756, 1106523, 968936]"
674,"[874972, 950206, 866043, 6602697, 995242]"
675,"[874972, 1101010, 9245108, 1121384, 986912]"
676,"[1000753, 1051626, 1106301, 1069522, 972665]"
677,"[874972, 1029743, 1082185, 1127831, 951590]"
678,"[874972, 1029743, 1082185, 1127831, 951590]"
679,"[874972, 1029743, 1044078, 1082185, 1127831]"
680,"[874972, 900586, 995242, 873627, 1029743]"
681,"[874972, 859075, 9527350, 1126899, 850102]"
682,"[874972, 1082185, 1106523, 1127831, 951590]"
683,"[874972, 1029743, 1082185, 1127831, 951590]"
684,"[874972, 9835947, 849843, 1029743, 1082185]"
685,"[874972, 6533608, 870547, 1015539, 13842088]"
686,"[874972, 1029743, 1127831, 1082185, 951590]"
687,"[874972, 995242, 1039781, 5569230, 13841744]"
688,"[874972, 1106523, 1044078, 1082185, 1127831]"
689,"[874972, 1029743, 1082185, 1127831, 951590]"
690,"[1108094, 969866, 990797, 1037840, 1101010]"
691,"[874972, 1029743, 1003188, 13842090, 995965]"
692,"[12810464, 1082185, 6034964, 1019643, 972416]"
693,"[948670, 832001, 13841744, 1044188, 1011300]"
694,"[874972, 1101010, 819978, 8090537, 844165]"
695,"[874972, 829645, 1136719, 1039156, 5981267]"
696,"[970747, 880427, 940731, 1126899, 873964]"
697,"[874972, 840361, 1110764, 1057260, 1068719]"
698,"[1054402, 1082990, 995242, 880427, 1053690]"
699,"[874972, 919596, 962229, 845319, 1027835]"
700,"[874972, 1038985, 899459, 1106523, 1056509]"
701,"[874972, 1029743, 9858936, 981760, 867469]"
702,"[12731432, 1126899, 5592931, 1056509, 962229]"
703,"[12262830, 843111, 12301839, 9884484, 6602697]"
704,"[874972, 1082185, 1106523, 1127831, 951590]"
705,"[874972, 1070820, 860975, 912112, 835530]"
706,"[874972, 983584, 995242, 971922, 1012913]"
707,"[9521679, 841309, 858419, 5569471, 913210]"
708,"[874972, 5568378, 890610, 995242, 910439]"
709,"[863762, 827667, 15926886, 1011300, 1138189]"
710,"[1118623, 9803601, 916381, 13841744, 862010]"
711,"[874972, 866211, 1029743, 1082185, 1106523]"
712,"[12731685, 9677202, 14077333, 1070820, 1056509]"
713,"[874972, 995242, 936508, 962229, 5569230]"
714,"[874972, 8090521, 835243, 1058997, 944139]"
715,"[874972, 948254, 6464086, 6463451, 977481]"
716,"[874972, 1051516, 961554, 1058997, 937276]"
717,"[874972, 1102949, 1029743, 1082185, 1106523]"
718,"[917384, 1053690, 1062002, 883404, 5585510]"
719,"[874972, 1053690, 978343, 1106523, 7168026]"
720,"[874972, 1081177, 948650, 909714, 895268]"
721,"[874972, 1074754, 1029743, 1082185, 1106523]"
722,"[874972, 5570383, 899682, 10455984, 920958]"
723,"[825343, 844179, 1011876, 862349, 1082212]"
724,"[874972, 1029743, 1127831, 1082185, 951590]"
725,"[874972, 819765, 5564931, 879504, 1046584]"
726,"[874972, 1139782, 852360, 1067443, 1130858]"
727,"[874972, 1029743, 1082185, 1106523, 1127831]"
728,"[904997, 844165, 992622, 1069039, 995242]"
729,"[874972, 1029743, 1082185, 1106523, 1127831]"
730,"[874972, 862349, 969932, 1053690, 849843]"
731,"[849202, 834103, 839094, 1128016, 8019716]"
732,"[874972, 1029743, 951590, 1082185, 1127831]"
733,"[874972, 1123434, 964521, 5569471, 1063577]"
734,"[874972, 1082185, 981760, 863699, 1068292]"
735,"[874972, 1029743, 965766, 923746, 951590]"
736,"[904997, 5569230, 976199, 1029743, 1082185]"
737,"[874972, 1029743, 951590, 1082185, 1127831]"
738,"[874972, 1029743, 1082185, 1127831, 951590]"
739,"[874972, 1029743, 1082185, 1127831, 951590]"
740,"[874972, 905436, 953180, 1044259, 921836]"
741,"[12810391, 1056509, 1022254, 854852, 945662]"
742,"[874972, 1029743, 1082185, 1106523, 1127831]"
743,"[874972, 6979753, 1096343, 923746, 946977]"
744,"[874972, 963971, 10282425, 862349, 999104]"
745,"[906335, 1028473, 1075214, 8203451, 13842088]"
746,"[874972, 1029743, 1082185, 1127831, 951590]"
747,"[874972, 1019247, 1029743, 1082185, 1106523]"
748,"[874972, 5569230, 1056509, 1133018, 5585510]"
749,"[874972, 1029743, 1082185, 1106523, 1127831]"
750,"[874972, 8090521, 950206, 1133018, 844165]"
751,"[874972, 1029743, 1082185, 1127831, 951590]"
752,"[874972, 1002850, 9655212, 986912, 847344]"
753,"[874972, 862349, 1039156, 1028816, 896085]"
754,"[874972, 1055504, 1082185, 900842, 1036347]"
755,"[874972, 845193, 5568320, 1029743, 1082185]"
756,"[874972, 1106523, 951590, 1082185, 1127831]"
757,"[933354, 1011300, 9296919, 962229, 1133018]"
758,"[874972, 1029743, 1082185, 1127831, 951590]"
759,"[874972, 921406, 9677236, 907099, 955075]"
760,"[874972, 1029743, 951590, 1082185, 1127831]"
761,"[874972, 1057260, 1001827, 1028473, 905072]"
762,"[874972, 8090536, 834103, 986912, 1011300]"
763,"[874972, 1106523, 1127831, 1082185, 951590]"
764,"[848029, 1088147, 856252, 995242, 898847]"
765,"[874972, 1029743, 1127831, 1082185, 951590]"
766,"[874972, 1107553, 972191, 916990, 1058997]"
767,"[970747, 862349, 912137, 903325, 965766]"
768,"[874972, 1031083, 1001266, 962229, 913210]"
769,"[874972, 1139782, 968936, 9835509, 1081177]"
770,"[874972, 995242, 1003188, 5569230, 844179]"
771,"[874972, 906763, 937301, 955075, 819765]"
772,"[874972, 1029743, 1082185, 1127831, 951590]"
773,"[874972, 5569471, 873887, 909714, 1101173]"
774,"[874972, 1082185, 1106523, 1127831, 951590]"
775,"[874972, 1029743, 1082185, 1127831, 951590]"
776,"[874972, 916381, 883404, 1029743, 1029743]"
777,"[874972, 1003188, 1098435, 6533608, 1029743]"
778,"[874972, 1029743, 951590, 1082185, 1127831]"
779,"[874972, 915493, 962568, 1057260, 6533362]"
780,"[874972, 1029743, 1082185, 1127831, 951590]"
781,"[836445, 925862, 13654702, 12946027, 1077490]"
782,"[874972, 1127831, 951590, 1029743, 1082185]"
783,"[874972, 1029743, 1082185, 1127831, 951590]"
784,"[860248, 965530, 995965, 5569230, 1051323]"
785,"[874972, 1029743, 1127831, 1082185, 951590]"
786,"[878715, 1106301, 1029743, 8090521, 972665]"
787,"[874972, 862349, 999104, 1082185, 909714]"
788,"[874972, 936508, 8090532, 996425, 995242]"
789,"[874972, 983584, 983078, 922561, 1026118]"
790,"[874972, 6704207, 1029743, 1082185, 1106523]"
791,"[874972, 1029743, 1082185, 1127831, 951590]"
792,"[874972, 1029743, 1082185, 1127831, 951590]"
793,"[874972, 1029743, 1082185, 1106523, 1127831]"
794,"[874972, 1037631, 1051516, 1101010, 865026]"
795,"[874972, 5590613, 1026209, 1029743, 13841744]"
796,"[874972, 993638, 1029743, 1082185, 1106523]"
797,"[874972, 1106523, 5569230, 1082185, 1127831]"
798,"[874972, 856060, 1122358, 908531, 13841744]"
799,"[874972, 923746, 1048068, 1058997, 1003188]"
800,"[874972, 1053690, 9859182, 13007284, 10285006]"
801,"[906335, 1070820, 856252, 1094924, 981760]"
802,"[874972, 1048462, 1016276, 870933, 1029743]"
803,"[825343, 1050851, 1123146, 1053690, 995242]"
804,"[874972, 5569327, 953104, 844165, 1101010]"
805,"[1038663, 916381, 6034857, 949023, 9245108]"
806,"[826666, 7167687, 7433888, 8090536, 868539]"
807,"[874972, 928049, 9296919, 908531, 838186]"
808,"[874972, 1136719, 1065593, 844165, 1008814]"
809,"[874972, 1082185, 1106523, 1127831, 951590]"
810,"[874972, 1107839, 1028816, 906017, 1125278]"
811,"[874972, 1029743, 1082185, 1106523, 1127831]"
812,"[874972, 1082185, 1106523, 1127831, 951590]"
813,"[874972, 911470, 909338, 913210, 932179]"
814,"[1000753, 972143, 839419, 882496, 1001680]"
815,"[874972, 1029743, 1082185, 1127831, 951590]"
816,"[874972, 1037751, 960791, 879504, 862349]"
817,"[874972, 1003188, 934172, 1070820, 1094924]"
818,"[874972, 1135476, 1029743, 1082185, 1106523]"
819,"[874972, 1106523, 1127831, 1082185, 951590]"
820,"[874972, 1038462, 10344586, 8090521, 5591154]"
821,"[874972, 1029743, 1082185, 1127831, 951590]"
822,"[874972, 12349795, 887618, 995242, 981760]"
823,"[874972, 1005609, 13115579, 8090521, 1106523]"
824,"[874972, 1133018, 981760, 1016800, 923746]"
825,"[825343, 908531, 1003188, 1058997, 1101010]"
826,"[874972, 951590, 5567502, 1037840, 5566809]"
827,"[874972, 1029743, 1082185, 1127831, 951590]"
828,"[874972, 1029743, 1082185, 1127831, 951590]"
829,"[874972, 1112825, 10344585, 995242, 1101010]"
830,"[874972, 995876, 1039156, 1026118, 869577]"
831,"[1002787, 880888, 862732, 957736, 995242]"
832,"[874972, 1082185, 1127831, 1029743, 951590]"
833,"[874972, 1029743, 1082185, 1127831, 951590]"
834,"[874972, 1029743, 1082185, 1127831, 951590]"
835,"[874972, 1029743, 951590, 1082185, 1127831]"
836,"[874972, 988116, 869150, 851287, 912817]"
837,"[874972, 843756, 901062, 1029743, 1082185]"
838,"[874972, 1029743, 1082185, 1127831, 951590]"
839,"[874972, 1029743, 1082185, 1127831, 951590]"
840,"[874972, 1007796, 1096317, 944836, 1122358]"
841,"[852015, 976199, 1122568, 1133018, 908531]"
842,"[874972, 923746, 9245108, 1004596, 1054262]"
843,"[874972, 1127831, 951590, 1029743, 1082185]"
844,"[874972, 895268, 868423, 862349, 1082185]"
845,"[874972, 1125943, 1081189, 919180, 999639]"
846,"[879734, 8090537, 1136719, 1075368, 1133018]"
847,"[874972, 1058997, 1050534, 1005274, 1082185]"
848,"[826666, 849697, 880888, 1070820, 1038985]"
849,"[874972, 1029743, 951590, 1082185, 1127831]"
850,"[12731432, 856252, 1038985, 1133018, 870547]"
851,"[874972, 1029743, 1082185, 1127831, 951590]"
852,"[874972, 8203451, 1068719, 1058997, 848319]"
853,"[874972, 874149, 12781829, 951412, 871722]"
854,"[874972, 878290, 1029743, 1082185, 1106523]"
855,"[874972, 12524067, 901062, 1029743, 13008334]"
856,"[874972, 999971, 995242, 1022254, 1029743]"
857,"[874972, 953180, 1075214, 5569230, 9803545]"
858,"[849202, 1029743, 1082185, 1106523, 1127831]"
859,"[874972, 819330, 13115914, 1075368, 13842214]"
860,"[874972, 1029743, 1082185, 1127831, 951590]"
861,"[874972, 833724, 1086740, 5585510, 963835]"
862,"[1038663, 1134522, 1123720, 9487603, 1053282]"
863,"[874972, 981760, 995896, 5569135, 5585510]"
864,"[874972, 1074499, 1024051, 1101010, 8090521]"
865,"[947858, 1095068, 12648296, 962229, 1106523]"
866,"[825343, 9420312, 1088191, 5585510, 940996]"
867,"[874972, 995242, 999779, 5569230, 983584]"
868,"[874972, 997907, 8090560, 9884484, 1018740]"
869,"[874972, 1110572, 1044188, 949023, 1029743]"
870,"[874972, 1029743, 1082185, 1127831, 951590]"
871,"[9677366, 1034955, 940947, 12263788, 913210]"
872,"[874972, 1082185, 1106523, 1127831, 951590]"
873,"[874972, 1106523, 951590, 1082185, 1127831]"
874,"[874972, 1029743, 1082185, 1127831, 951590]"
875,"[874972, 1133018, 908531, 986912, 8181477]"
876,"[874972, 999198, 5592261, 1058997, 1117556]"
877,"[874972, 885290, 999639, 1058997, 8090509]"
878,"[874972, 908531, 952317, 947798, 986912]"
879,"[874972, 832678, 8090513, 900418, 1130777]"
880,"[874972, 890695, 965766, 951590, 1065593]"
881,"[874972, 847049, 893018, 1108168, 995242]"
882,"[874972, 8090521, 995242, 1110572, 5585510]"
883,"[825343, 5569471, 999104, 874149, 845715]"
884,"[874972, 1081177, 1119399, 1096036, 979707]"
885,"[10198378, 13842090, 1122358, 947798, 1006483]"
886,"[874972, 917033, 999198, 1070820, 868764]"
887,"[874972, 13416351, 978077, 987562, 1071939]"
888,"[1079913, 6602697, 951412, 856252, 10344585]"
889,"[874972, 1055737, 999104, 1126899, 12524323]"
890,"[874972, 1029743, 1082185, 1127831, 951590]"
891,"[825343, 960791, 868539, 13842214, 861445]"
892,"[874972, 1029743, 1082185, 1127831, 951590]"
893,"[874972, 1093113, 6602590, 981760, 1029743]"
894,"[874972, 825541, 820291, 845208, 1082185]"
895,"[849202, 1022097, 1082185, 866211, 1081189]"
896,"[874972, 1029743, 951590, 1082185, 1127831]"
897,"[874972, 8090536, 986912, 861445, 6979005]"
898,"[874972, 1085604, 1097001, 1057260, 1028816]"
899,"[874972, 1029743, 1082185, 1127831, 951590]"
900,"[1075007, 1110572, 849843, 6979579, 986912]"
901,"[874972, 1127831, 981760, 1029743, 1082185]"
902,"[874972, 1029743, 1082185, 1127831, 951590]"
903,"[874972, 9835509, 819765, 1126899, 983584]"
904,"[874972, 845193, 1062002, 1106523, 1082185]"
905,"[874972, 1029743, 1082185, 1127831, 951590]"
906,"[874972, 8090532, 858743, 5587938, 1082185]"
907,"[874972, 923746, 978077, 1057260, 986912]"
908,"[1110111, 1126899, 913210, 1057260, 5569230]"
909,"[933354, 1037751, 1060005, 6533936, 1056509]"
910,"[874972, 1029743, 1127831, 1082185, 951590]"
911,"[874972, 820291, 819840, 944836, 10344585]"
912,"[874972, 1127831, 951590, 1029743, 1082185]"
913,"[874972, 913210, 1070820, 981760, 1082185]"
914,"[874972, 1107553, 1029743, 1082185, 1106523]"
915,"[874972, 871754, 1057260, 961554, 1036753]"
916,"[874972, 918335, 948086, 824193, 913210]"
917,"[874972, 1029743, 1127831, 1082185, 951590]"
918,"[874972, 1029743, 1127831, 1082185, 951590]"
919,"[874972, 961554, 902856, 937626, 1081177]"
920,"[982469, 952317, 843898, 1097001, 1106523]"
921,"[874972, 1082185, 1106523, 1127831, 951590]"
922,"[874972, 880427, 1045586, 1058997, 1039156]"
923,"[874972, 1127831, 981760, 1029743, 1082185]"
924,"[874972, 13841744, 5568729, 995242, 8090537]"
925,"[874972, 1029743, 1082185, 1127831, 951590]"
926,"[874972, 1003649, 1047226, 1134633, 1058997]"
927,"[874972, 1026118, 1099905, 986912, 1058997]"
928,"[874972, 1119051, 840361, 1118033, 995876]"
929,"[825343, 8090521, 9677202, 1070820, 13842088]"
930,"[874972, 917033, 1029743, 1082185, 1106523]"
931,"[1079913, 1101010, 951176, 1126899, 1040807]"
932,"[874972, 995242, 981760, 1082185, 1127831]"
933,"[874972, 1082185, 1127831, 1029743, 951590]"
934,"[825343, 8090509, 8203451, 1088147, 1133018]"
935,"[874972, 1029743, 1082185, 1106523, 1127831]"
936,"[874972, 1133254, 865456, 962229, 1070820]"
937,"[874972, 1044759, 1098844, 1126899, 1021116]"
938,"[874972, 1029743, 1082185, 1127831, 951590]"
939,"[874972, 5585510, 885290, 1102416, 1092026]"
940,"[874972, 995242, 860975, 1074040, 1076608]"
941,"[874972, 12171656, 1092588, 9677202, 5566235]"
942,"[874972, 1029743, 1082185, 1106523, 1127831]"
943,"[874972, 5569327, 909894, 1106523, 5592931]"
944,"[874972, 1016800, 5585510, 1106523, 1101010]"
945,"[874972, 1106523, 1127831, 1082185, 951590]"
946,"[874972, 1127758, 972143, 885290, 1133018]"
947,"[874972, 949965, 979707, 1101010, 1039156]"
948,"[874972, 1029743, 1082185, 1127831, 951590]"
949,"[833940, 999090, 1134633, 7168026, 1000237]"
950,"[874972, 1029743, 5569230, 1082185, 1127831]"
951,"[874972, 940947, 995965, 977481, 1029743]"
952,"[874972, 995242, 930283, 1048727, 909894]"
953,"[874972, 1092026, 1003188, 5569135, 1013167]"
954,"[874972, 1029743, 1082185, 1106523, 1127831]"
955,"[874972, 1127232, 991268, 860703, 896369]"
956,"[1057749, 9677236, 1105623, 1070820, 986912]"
957,"[874972, 900842, 871440, 5592931, 844165]"
958,"[874972, 1029743, 1082185, 1127831, 951590]"
959,"[874972, 12812474, 1029743, 1082185, 1106523]"
960,"[874972, 1058997, 1036347, 856166, 886395]"
961,"[1071302, 926905, 920002, 1029743, 860975]"
962,"[874972, 1029743, 1082185, 1127831, 951590]"
963,"[874972, 1082185, 1106523, 1127831, 951590]"
964,"[917384, 9677202, 972931, 962229, 1106523]"
965,"[874972, 1056509, 1029743, 856772, 1002558]"
966,"[874972, 1082185, 1106523, 1127831, 951590]"
967,"[874972, 820291, 1029743, 1082185, 1106523]"
968,"[874972, 6534035, 948254, 839094, 861445]"
969,"[874972, 981760, 1029743, 1029743, 1082185]"
970,"[874972, 1029743, 1082185, 1127831, 951590]"
971,"[906844, 12263788, 12524323, 1075368, 1133018]"
972,"[874972, 942525, 1131382, 6632283, 862349]"
973,"[12262830, 1028891, 7167687, 944836, 1085435]"
974,"[874972, 1029743, 1082185, 1106523, 1127831]"
975,"[959737, 942525, 5569471, 995965, 1082185]"
976,"[826666, 10344585, 862349, 13007284, 13842214]"
977,"[874972, 1082185, 1106523, 1127831, 951590]"
978,"[874972, 854852, 1096317, 951590, 13115579]"
979,"[1000753, 8069350, 1026209, 1042702, 898847]"
980,"[874972, 1029743, 1082185, 1127831, 951590]"
981,"[948670, 5569845, 897125, 901460, 995242]"
982,"[956599, 9859128, 9297615, 1075368, 969932]"
983,"[874972, 986912, 1108168, 1075368, 1101010]"
984,"[874972, 1025641, 1082185, 1002558, 6633224]"
985,"[874972, 922561, 908531, 1029743, 819978]"
986,"[874972, 12810422, 820291, 873964, 995242]"
987,"[12810464, 7155863, 1029743, 1082185, 1106523]"
988,"[874972, 852182, 1096036, 1029743, 1082185]"
989,"[874972, 12171656, 8090532, 858999, 1106301]"
990,"[874972, 1029743, 1082185, 1127831, 951590]"
991,"[874972, 1029743, 1082185, 1106523, 1127831]"
992,"[874972, 909714, 1028816, 1029743, 1082185]"
993,"[874972, 1083043, 838563, 8293439, 8090539]"
994,"[874972, 1127831, 951590, 1029743, 1082185]"
995,"[874972, 1082185, 1106523, 1127831, 951590]"
996,"[874972, 908531, 1024306, 1133018, 1081177]"
997,"[874972, 916122, 1029743, 1082185, 1106523]"
998,"[874972, 8090536, 1133018, 908531, 13007435]"
999,"[874972, 950206, 13007846, 8090532, 1029743]"
1000,"[874972, 932242, 1056746, 986912, 12427353]"
1001,"[874972, 986912, 862535, 6533936, 910109]"
1002,"[874972, 1029743, 1082185, 1127831, 951590]"
1003,"[874972, 1118033, 1029743, 1082185, 1106523]"
1004,"[849202, 9859133, 866211, 1054262, 897083]"
1005,"[874972, 5570408, 1033046, 995242, 8090532]"
1006,"[874972, 1029743, 1082185, 1127831, 951590]"
1007,"[874972, 888054, 1115098, 1082185, 12324841]"
1008,"[874972, 1029743, 1082185, 1106523, 1127831]"
1009,"[874972, 1029743, 1082185, 1127831, 951590]"
1010,"[874972, 1055072, 9527323, 1082185, 1029743]"
1011,"[874972, 990656, 865156, 1058997, 944836]"
